"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T"
19,"SC",143547,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","2640 E GARVEY AVE #B","WEST COVINA","91791",5075,"LA","SOUTH COAST AQMD","","",.00081078007732544916988856038207869001592,.000713,.00194,.00892,.00000399,.000637,.000633178
19,"SC",143548,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","8368  SALT LAKE AVE","CUDAHY","90201",4813,"LA","SOUTH COAST AQMD","","",.004366613600181942233340914259722538094155,.00384,.01,.04,.0000215,.00343,.00340942
19,"SC",143549,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1427 1/2, N HACIENDA BLVD","LA PUENTE","91744",8041,"LA","SOUTH COAST AQMD","","",.003911758016829656584034569024334773709347,.00344,.00936,.04,.0000193,.00307,.00305158
19,"SC",143550,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1280 W WILLOW ST","LONG BEACH","90806",5999,"LA","SOUTH COAST AQMD","","",.001785308164657721173527405048896975210371,.00157,.00428,.01,.0000088,.0014,.0013916
19,"SC",143551,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","8540 S SEPULVEDA BLVD","LOS ANGELES","90045",8011,"LA","SOUTH COAST AQMD","","",.001088241983170343415965430975665226290653,.000957,.0026,.01,.00000536,.000855,.00084987
19,"SC",143553,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","4225  SEPULVEDA BLVD","CULVER CITY","90230",5812,"LA","SOUTH COAST AQMD","","",.000196725039799863543324994314305208096429,.000173,.00047,.00216,.000000968,.000154,.000153076
19,"SC",143556,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","6049 S WESTERN AVE #A","LOS ANGELES","90047",5812,"LA","SOUTH COAST AQMD","","",.003627473277234478053218103252217420968842,.00319,.00866,.03,.0000178,.00285,.0028329
19,"SC",143572,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","707 N ALAMEDA ST","COMPTON","90220",4953,"LA","SOUTH COAST AQMD","","",.00014100523083920855128496702297020695929,.000124,.000336,.00155,.000000692,.00011,.00010934
19,"SC",143573,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","4619.5 S BROADWAY BLVD","LOS ANGELES","90037",7622,"LA","SOUTH COAST AQMD","","",.000842619968160109165340004548555833522856,.000741,.00202,.00927,.00000415,.000662,.000658028
19,"SC",143574,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","13200  ESTRELLA C","GARDENA","90248",7231,"LA","SOUTH COAST AQMD","","",.000346827382306117807596088241983170343416,.000305,.000829,.00381,.00000171,.000272,.000270368
30,"SC",143575,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","10652 1/2, REAGAN ST","LOS ALAMITOS","90720",9999,"ORA","SOUTH COAST AQMD","","",.000178530816465772117352740504889697521037,.000157,.000426,.00196,.000000877,.00014,.00013916
19,"SC",143576,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","11385 1/2, EXPOSITION BLVD","LOS ANGELES","90064",4812,"LA","SOUTH COAST AQMD","","",.00002820104616784171025699340459404139185809,.0000248,.0000673,.00031,.000000139,.0000221,.0000219674
19,"SC",143577,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","22801  SANTA SUSANA PASS RD","CHATSWORTH","91311",4813,"LA","SOUTH COAST AQMD","","",.00008448942460768705935865362747327723447805,.0000743,.000202,.000929,.000000416,.0000663,.0000659022
30,"SC",143582,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1515 N FAIRVIEW","SANTA ANA","92706",5999,"ORA","SOUTH COAST AQMD","","",.001001819422333409142597225380941551057539,.000881,.0024,.01,.00000493,.000787,.000782278
30,"SC",143588,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","301 N CRESCENT WAY","ANAHEIM","92801",4812,"ORA","SOUTH COAST AQMD","","",.0109961337275415055719808960654992040027,.00967,.02631,.11,.0000541,.00863,.00857822
33,"SC",143590,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","4135  GARNER RD","RIVERSIDE","92501",4812,"RIV","SOUTH COAST AQMD","","",.002963384125540141005230839208551284967023,.002606,.00711,.02633,.00001464,.002332,.002318008
19,"SC",143592,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","12911  183RD ST","CERRITOS","90703",8999,"LA","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.03,.17,.0000781,.01,.00994
19,"SC",143855,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1463 E 223RD ST","CARSON","90745",3996,"LA","SOUTH COAST AQMD","","",.000178530816465772117352740504889697521037,.000157,.000426,.00196,.000000877,.00014,.00013916
19,"SC",143856,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","9535  RESEDA BLVD STE 314","NORTHRIDGE","91328",8049,"LA","SOUTH COAST AQMD","","",.000309301796679554241528314760063679781669,.000272,.000739,.0034,.00000152,.000243,.000241542
19,"SC",143857,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1111.5 W OLYMPIC","LOS ANGELES","90015",8062,"LA","SOUTH COAST AQMD","","",.00003343188537639299522401637480100068228338,.0000294,.0000801,.000368,.000000165,.0000263,.0000261422
30,"SC",143858,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","890 W BAKER  #A","COSTA MESA","92626",8299,"ORA","SOUTH COAST AQMD","","",.000159199454173299977257220832385717534683,.00014,.000381,.00175,.000000784,.000125,.00012425
30,"SC",143859,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","17731 1/2, COWAN","IRVINE","92614",7699,"ORA","SOUTH COAST AQMD","","",.000303616101887650670911985444621332726859,.000267,.000727,.00334,.0000015,.000239,.000237566
30,"SC",143860,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","840 1/2, NEWPORT CENTER DR STE 115","NEWPORT BEACH","92660",6531,"ORA","SOUTH COAST AQMD","","",.000524221059813509210825562883784398453491,.000461,.00125,.00577,.00000258,.000412,.000409528
30,"SC",143861,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","23201  LAKE CENTER DR #320","EL TORO","92630",8641,"ORA","SOUTH COAST AQMD","","",.000130770980213782124175574255173982260632,.000115,.000314,.00144,.000000646,.000103,.000102382
19,"SC",143862,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","19042 E SAN JOSE AVE STE H","CITY OF INDUSTRY","91746",4731,"LA","SOUTH COAST AQMD","","",.000187627928132817830338867409597452808733,.000165,.000448,.00206,.000000922,.000147,.000146118
19,"SC",143864,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","825  LEXINGTON GALLATIN RD","EL MONTE","91733",8062,"LA","SOUTH COAST AQMD","","",.00014100523083920855128496702297020695929,.000124,.000336,.00155,.000000692,.00011,.00010934
19,"SC",143865,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","12724 E WHITTIER BLVD #D","WHITTIER","90602",5199,"LA","SOUTH COAST AQMD","","",.000178530816465772117352740504889697521037,.000157,.000426,.00196,.000000877,.00014,.00013916
19,"SC",144090,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","704  DIAMOND ST","REDONDO BEACH","90277",7299,"LA","SOUTH COAST AQMD","","",.000187627928132817830338867409597452808733,.000165,.000448,.00206,.000000922,.000147,.000146118
19,"SC",170167,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1199 S FULLERTON RD","CITY OF INDUSTRY","91748",8711,"LA","SOUTH COAST AQMD","","",.00009210825562883784398453491016602228792358,.000081,.00022,.00101,.000000454,.0000724,.0000719656
33,"SC",170176,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","46-900  HIGHWAY 371","AGUANGA","92536",8661,"RIV","SOUTH COAST AQMD","","",.00289970434387082101432795087559699795315,.00255,.00694,.03,.0000143,.00228,.00226632
33,"SC",170206,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","1999 N 8TH ST","BANNING","92220",4812,"RIV","SOUTH COAST AQMD","","",.00582215146690925631112121901296338412554,.00512,.01,.06,.0000287,.00457,.00454258
33,"SC",172591,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","18041  LOCKWOOD AVE","RIVERSIDE","92503",7299,"RIV","SOUTH COAST AQMD","","",.00057994086877416420286559017511939959063,.00051,.00139,.00638,.00000286,.000456,.000453264
33,"SS",144122,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","70070  VARNER RD","DESERT HOT SPRINGS","92240",5734,"RIV","SOUTH COAST AQMD","","",.003047532408460313850352513077098021378212,.00268,.0073,.03,.000015,.0024,.0023856
33,"SS",170175,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","49600  OATES LN","COACHELLA","92236",1799,"RIV","SOUTH COAST AQMD","","",.000442347054810097793950420741414600864226,.000389,.00106,.00486,.00000218,.000347,.000344918
33,"SS",172899,"SC","NEW CINGULAR WIRELESS PCS, AT&T MOBILITY","62450  CHIRIACO RD","INDIO","92201",5571,"RIV","SOUTH COAST AQMD","","",.000893791221287241300886968387536957016147,.000786,.00214,.00983,.0000044,.000702,.000697788
30,"SC",154158,"SC","NEW CINGULAR WIRELESS PCS, LLC","417 W WARNER AVE","SANTA ANA","92707",4812,"ORA","SOUTH COAST AQMD","","",.005571980896065499204002729133500113713896,.0049,.01,.06,.0000274,.00437,.00434378
36,"SC",172002,"SC","NEW CINGULAR WIRELESS PCS, LLC","14560  WASHINGTON DR","FONTANA","92335",4812,"SBD","SOUTH COAST AQMD","","",.004468956106436206504434841937684785080737,.00393,.01,.04,.000022,.00351,.00348894
36,"SC",176155,"SC","NEW CINGULAR WIRELESS PCS, LLC","9090  19TH ST","RANCHO CUCAMONGA","91701",8322,"SBD","SOUTH COAST AQMD","","",.000451444166477143506936547646122356151922,.000397,.00108,.00496,.00000222,.000355,.00035287
30,"SC",176156,"SC","NEW CINGULAR WIRELESS PCS, LLC","29634  OSO PKY","TRABUCO CANYON","92679",4812,"ORA","SOUTH COAST AQMD","","",.000166022287923584261996816010916534000455,.000146,.000397,.00182,.000000817,.00013,.00012922
19,"SC",176839,"SC","NEW CINGULAR WIRELESS PCS, LLC","14708  HALLDALE AVE","GARDENA","90247",4812,"LA","SOUTH COAST AQMD","","",.000322947464180122811007505117125312713214,.000284,.000771,.00355,.00000159,.000253,.000251482
36,"SC",176840,"SC","NEW CINGULAR WIRELESS PCS, LLC","15830  EL PRADO RD","CHINO","91708",3646,"SBD","SOUTH COAST AQMD","","",.000184216511257675687969069820332044575847,.000162,.000441,.00203,.000000907,.000145,.00014413
19,"SC",177045,"SC","NEW CINGULAR WIRELESS PCS, LLC","8454 N SEPULVEDA BLVD","NORTH HILLS","91343",5561,"LA","SOUTH COAST AQMD","","",.000211507846258812826927450534455310438936,.000186,.000507,.00233,.00000104,.000166,.000165004
36,"SC",177258,"SC","NEW CINGULAR WIRELESS PCS, LLC","10325  CENTRAL AVE","MONTCLAIR","91763",7539,"SBD","SOUTH COAST AQMD","","",.001626108710484421196270184216511257675688,.00143,.00388,.01,.00000798,.00127,.00126238
36,"SC",177403,"SC","NEW CINGULAR WIRELESS PCS, LLC","9851  CATAWBA AVE","FONTANA","92335",4812,"SBD","SOUTH COAST AQMD","","",.00009210825562883784398453491016602228792358,.000081,.00022,.00101,.000000454,.0000724,.0000719656
36,"SC",177526,"SC","NEW CINGULAR WIRELESS PCS, LLC","110 S D ST","SAN BERNARDINO","92401",4812,"SBD","SOUTH COAST AQMD","","",.000386627245849442801910393450079599727087,.00034,.000926,.00426,.00000191,.000304,.000302176
36,"SC",177527,"SC","NEW CINGULAR WIRELESS PCS, LLC","2285 E 6TH ST","SAN BERNARDINO","92410",7549,"SBD","SOUTH COAST AQMD","","",.000312713213554696383898112349329088014555,.000275,.000749,.00344,.00000154,.000246,.000244524
33,"SC",178378,"SC","NEW CINGULAR WIRELESS PCS, LLC","5770  VAN BUREN BLVD","RIVERSIDE","92503",4812,"RIV","SOUTH COAST AQMD","","",.00023083920855128496702297020695929042529,.000203,.000551,.00253,.00000113,.000181,.000179914
36,"SC",178379,"SC","NEW CINGULAR WIRELESS PCS, LLC","9455  FOOTHILL BLVD","RANCHO CUCAMONGA","91730",5999,"SBD","SOUTH COAST AQMD","","",.000101546508983397771207641573800318398908,.0000893,.000243,.00112,.0000005,.0000797,.0000792218
36,"SC",178523,"SC","NEW CINGULAR WIRELESS PCS, LLC","3344 N LOCUST AVE","RIALTO","92377",5051,"SBD","SOUTH COAST AQMD","","",.002376620423015692517625653854901068910621,.00209,.00568,.02,.0000117,.00187,.00185878
19,"SC",178524,"SC","NEW CINGULAR WIRELESS PCS, LLC","6825  ROSECRANS AVE","PARAMOUNT","90723",4812,"LA","SOUTH COAST AQMD","","",.000368433022515351375938139640664089151694,.000324,.000881,.00405,.00000181,.000289,.000287266
36,"SC",179025,"SC","NEW CINGULAR WIRELESS PCS, LLC","1755 E ACACIA ST","ONTARIO","91761",4812,"SBD","SOUTH COAST AQMD","","",.000322947464180122811007505117125312713214,.000284,.000771,.00355,.00000159,.000253,.000251482
36,"SC",180380,"SC","NEW CINGULAR WIRELESS PCS, LLC","940 W 13TH ST","SAN BERNARDINO","92411",4812,"SBD","SOUTH COAST AQMD","","",.001375938139640664089151694337047987264044,.00121,.00328,.01,.00000676,.00108,.00107352
19,"SC",182290,"SC","NEW CINGULAR WIRELESS PCS, LLC","3918  MARINE AVE","LAWNDALE","90260",7261,"LA","SOUTH COAST AQMD","","",.000451444166477143506936547646122356151922,.000397,.00108,.00496,.00000222,.000355,.00035287
30,"SC",182568,"SC","NEW CINGULAR WIRELESS PCS, LLC","7500  LA PALMA AVE","BUENA PARK","90620",4812,"ORA","SOUTH COAST AQMD","","",.004366613600181942233340914259722538094155,.00384,.01,.04,.0000215,.00343,.00340942
36,"SC",182571,"SC","NEW CINGULAR WIRELESS PCS, LLC","2115 W HIGHLAND AVE","SAN BERNARDINO","92407",4812,"SBD","SOUTH COAST AQMD","","",.00047873550147828064589492836024562201501,.000421,.00115,.00527,.00000236,.000376,.000373744
33,"SC",182577,"SC","NEW CINGULAR WIRELESS PCS, LLC","340.35  HIGHWAY 74","HEMET","92545",8741,"RIV","SOUTH COAST AQMD","","",.008494428019103934500795997270866499886286,.00747,.02,.09,.0000418,.00667,.00662998
19,"SC",182578,"SC","NEW CINGULAR WIRELESS PCS, LLC","2640  MARIONDALE AVE","LOS ANGELES","90032",4812,"LA","SOUTH COAST AQMD","","",.000193313622924721400955196725039799863543,.00017,.000463,.00213,.000000953,.000152,.000151088
33,"SC",182747,"SC","NEW CINGULAR WIRELESS PCS, LLC","10103  HOLE AVE","RIVERSIDE","92503",4812,"RIV","SOUTH COAST AQMD","","",.000294518990220604957925858539913577439163,.000259,.000705,.00324,.00000145,.000232,.000230608
33,"SC",192234,"SC","NEW CINGULAR WIRELESS PCS, LLC","209A E BLAINE ST","CORONA","92879",4812,"RIV","SOUTH COAST AQMD","","",.00115988173754832840573118035023879918126,.00102,.00278,.01,.00000572,.000912,.000906528
19,"SC",193360,"SC","NEW CINGULAR WIRELESS PCS, LLC","5107  DISTRICT BLVD","VERNON","90058",5023,"LA","SOUTH COAST AQMD","","",.00006481692062770070502615419604275642483511,.000057,.000155,.000713,.000000319,.0000509,.0000505946
33,"SS",182567,"SC","NEW CINGULAR WIRELESS PCS, LLC","66575  2ND ST","DESERT HOT SPRINGS","92240",4941,"RIV","SOUTH COAST AQMD","","",.00023083920855128496702297020695929042529,.000203,.000551,.00253,.00000113,.000181,.000179914
33,"SS",183642,"SC","NEW CINGULAR WIRELESS PCS, LLC","401-1/2  PAVILION WAY","PALM SPRINGS","92262",4812,"RIV","SOUTH COAST AQMD","","",.000795997270866499886286104161928587673414,.0007,.0019,.00875,.00000392,.000625,.00062125
19,"SC",170309,"SC","NEW CINGULAR WIRELESS PCS, LLC AT&T MOBI","5705  98TH ST","LOS ANGELES","90045",9999,"LA","SOUTH COAST AQMD","","",.001682965658403456902433477370934728223789,.00148,.00403,.01,.00000829,.00132,.00131208
33,"SS",176933,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT &","67603  30TH AVE","CATHEDRAL CITY","92234",7997,"RIV","SOUTH COAST AQMD","","",.000296793268137366386172390266090516261087,.000261,.000709,.00326,.00000146,.000233,.000231602
19,"SC",170283,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","386 E ORANGE GROVE BLVD","PASADENA","91104",5735,"LA","SOUTH COAST AQMD","","",.00011348646804639526950193313622924721401,.0000998,.000271,.00125,.000000559,.0000891,.0000885654
19,"SC",170286,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","1680119 E STEARNS ST","LONG BEACH","90815",3633,"LA","SOUTH COAST AQMD","","",.00068114623607004775983625198999317716625,.000599,.00163,.0075,.00000336,.000535,.00053179
36,"SC",170314,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","631-1/2 W COUNTRY CLUB BLVD","BIG BEAR CITY","92314",7299,"SBD","SOUTH COAST AQMD","","",.000985899476916079144871503297702979304071,.000867,.00236,.01,.00000485,.000774,.000769356
19,"SC",170366,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","10509  VALLEY BLVD","EL MONTE","91731",9999,"LA","SOUTH COAST AQMD","","",.00233113486468046395269501933136229247214,.00205,.00557,.02,.0000115,.00183,.00181902
36,"SC",176150,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","10079  8TH ST","RANCHO CUCAMONGA","91730",8661,"SBD","SOUTH COAST AQMD","","",.000211507846258812826927450534455310438936,.000186,.000507,.00233,.00000104,.000166,.000165004
19,"SC",177365,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","559 N CITRUS AVE","COVINA","91723",7299,"LA","SOUTH COAST AQMD","","",.000193313622924721400955196725039799863543,.00017,.000463,.00213,.000000953,.000152,.000151088
19,"SC",180960,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","21738  COVINA HILLS RD","SAN DIMAS","91773",8661,"LA","SOUTH COAST AQMD","","",.000561746645440072776893336365703889015238,.000494,.00134,.00618,.00000277,.000442,.000439348
19,"SC",182633,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","10417  HAWTHORNE BLVD","INGLEWOOD","90304",7299,"LA","SOUTH COAST AQMD","","",.001671594268819649761200818740050034114169,.00147,.00401,.01,.00000826,.00132,.00131208
19,"SC",182766,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","9803  AVALON BLVD","LOS ANGELES","90003",5451,"LA","SOUTH COAST AQMD","","",.00007380031839890834659995451444166477143507,.0000649,.000176,.000811,.000000363,.000058,.000057652
36,"SC",183676,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","1659  CAJON BLVD","SAN BERNARDINO","92407",9999,"SBD","SOUTH COAST AQMD","","",.006106436206504434841937684785080736866045,.00537,.01,.06,.0000301,.0048,.0047712
33,"SC",183677,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","54752  CAVE ROCK RD","ANZA","92539",7299,"RIV","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.02,.13,.0000586,.00934,.00928396
33,"SS",183689,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","69200  HIGHWAY 111","CATHEDRAL CITY","92234",5812,"RIV","SOUTH COAST AQMD","","",.00007869001591994541732999772572208323857175,.0000692,.000188,.000865,.000000387,.0000618,.0000614292
33,"SS",183690,"SC","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","38005  VISTA DEL SOL","RANCHO MIRAGE","92270",7299,"RIV","SOUTH COAST AQMD","","",.002399363202183306800090971116670457129861,.00211,.00575,.02,.0000118,.00189,.00187866
19,"SC",179164,"SC","NEW CINGULAR WIRELESS PCS, LLC.","20121  DEVONSHIRE CT","CHATSWORTH","91311",8351,"LA","SOUTH COAST AQMD","","",.000101546508983397771207641573800318398908,.0000893,.000243,.00112,.0000005,.0000797,.0000792218
19,"SC",143493,"SC","NEW CINGULAR WIRELESS PCS,,AT&T MOBILITY","22444 N THE OLD RD","NEWHALL","91321",4813,"LA","SOUTH COAST AQMD","","",.00002240163748010006822833750284284739595179,.0000197,.0000536,.000246,.00000011,.0000176,.0000174944
19,"SC",143478,"SC","NEW CINGULAR WIRELESS PCS,AT&T MOBILITY","7543  TAMPA","RESEDA","91335",4812,"LA","SOUTH COAST AQMD","","",.00002820104616784171025699340459404139185809,.0000248,.0000673,.00031,.000000139,.0000221,.0000219674
19,"SC",143483,"SC","NEW CINGULAR WIRELESS PCS,AT&T MOBILITY","8125  LANKERSHEIM BLVD #A","SUN VALLEY","91352",4789,"LA","SOUTH COAST AQMD","","",.00004696383898112349329088014555378667273141,.0000413,.000112,.000516,.000000231,.0000369,.0000366786
33,"SC",143529,"SC","NEW CINGULAR WIRELESS PCS,AT&T MOBILITY","12250  TEMESCAL CANYON RD","CORONA","92883",2431,"RIV","SOUTH COAST AQMD","","",.004594041391858085057994086877416420286559,.00404,.01,.05,.0000226,.00361,.00358834
30,"SC",184324,"SC","NEW CINGULAR WIRELESS PCS.LLC DBA AT&T M","26081  VIA PERA","MISSION VIEJO","92691",4941,"ORA","SOUTH COAST AQMD","","",.000220604957925858539913577439163065726632,.000194,.000529,.00243,.00000109,.000174,.000172956
19,"SC",13348,"SC","NEW CINGULAR WIRELESS, PCS, LLC.","6920  VAN NUYS BLVD","VAN NUYS","91405",4812,"LA","SOUTH COAST AQMD","","",.0309529224471230384352967932681373663861,.02722,.06,.31,.0001524,.02432,.02417408
19,"SC",159177,"SC","NEW INSPIRATION BROADCASTING, INC","701 N BRAND BLVD","GLENDALE","91203",4832,"LA","SOUTH COAST AQMD","","",.005605747251551104822031130945901817786002,.00515,.09,.00255,.000133,.000163,.000162022
36,"SC",82419,"SC","NEW WAVE CONVERTING INC","14808 WHITTRAM AVE","FONTANA","92335",5199,"SBD","SOUTH COAST AQMD","","",3.35888578352071005917159763313609467456,3.116391467,.246579662,.915867315,.00422708,.052838499,.052838499
36,"SC",172005,"SC","NEW- INDY ONTARIO, LLC","5100 JURUPA ST","ONTARIO","91761",2621,"SBD","SOUTH COAST AQMD","","",61.88656332330090411801682783420334744541,46.237150336,7.932076865,5.328241931,1.1216416395,13.375320604,10.758113188498
19,"SC",196772,"SC","NEWHALL RANCH SANITATION DISTRICT OF LA","27877U  COMMERCE CENTER DR","VALENCIA","91355",1623,"LA","SOUTH COAST AQMD","","",.00034910166022287923584261996816010916534,.000307,.00199,.01,.0000174,.0000385,.000038269
30,"SC",188314,"SC","NEWLIGHT TECHNOLOGIES INC","14382  ASTRONAUTICS LN","HUNTINGTON BEACH","92647",3089,"ORA","SOUTH COAST AQMD","","",.814216065530140185226578365960552641277,.321143805,.52420403,.578382405,.008492187,.23941583495,.22535221649
19,"SC",19837,"SC","NEWMAN & SONS INC","9005  BRADLEY AVE","SUN VALLEY","91352",1521,"LA","SOUTH COAST AQMD","","",,,,,,.62852087,.314260435
36,"SC",181581,"SC","NEWMAN & SONS INC.","250 E SANTA ANA AVE","BLOOMINGTON","92316",3272,"SBD","SOUTH COAST AQMD","","",,,,,,.875426,.437713
19,"SC",177601,"SC","NEWOMB K -  8 SCHOOL, LONG BEACH UNIFIED","3351  VAL VERDE AVE","LONG BEACH","90808",7389,"LA","SOUTH COAST AQMD","","",.000985899476916079144871503297702979304071,.000867,.00236,.01,.00000486,.000775,.00077035
30,"SC",67925,"SC","NEWPORT BEACH CITY","3300  PACIFIC VIEW DR","NEWPORT BEACH","92660",9111,"ORA","SOUTH COAST AQMD","","",.0234420272879150343450165098896889711201,.0200651,.06823,.30489,.0001383,.0200217,.0199015698
30,"SC",99463,"SC","NEWPORT BEACH CITY","124  MARINE AVE","NEWPORT BEACH","92662",9111,"ORA","SOUTH COAST AQMD","","",.001081419149420059131225835797134409824881,.000951,.00259,.01,.00000532,.000849,.000843906
30,"SC",35189,"SC","NEWPORT BEACH CITY - UTILITIES DEPT","5800 W COAST HIGHWAY","NEWPORT BEACH","92663",1311,"ORA","SOUTH COAST AQMD","","",4.95415376724471698253782808316306601097,2.673661702,.089607476,.332827768,.001536128,.019201602,.019201602
30,"SC",39192,"SC","NEWPORT BEACH CITY, CITY YARD","592  SUPERIOR AVE","NEWPORT BEACH","92663",9111,"ORA","SOUTH COAST AQMD","","",.0418421651125767568796906982033204457585,.04162,.00441,.02,.00000907,.00145,.0014413
30,"SC",133884,"SC","NEWPORT BEACH CITY, FIRE DEPART. STA #8","6502  RIDGE PARK RD","NEWPORT COAST","92657",4111,"ORA","SOUTH COAST AQMD","","",.000716397543779849897657493745735728906072,.00063,.00171,.00788,.00000353,.000563,.000559622
30,"SC",197,"SC","NEWPORT BEACH CITY, FIRE DEPT","868  SANTA BARBARA DR","NEWPORT BEACH","92660",9111,"ORA","SOUTH COAST AQMD","","",.002535819877188992494882874687286786445304,.00223,.00607,.02,.0000125,.00199,.00197806
30,"SC",113239,"SC","NEWPORT BEACH CITY, UTILITIES DEPT","VARIOUS LOCATIONS IN SCAQMD","NEWPORT BEACH","92663",9111,"ORA","SOUTH COAST AQMD","","",.0112690470775528769615647032067318626336,.00991,.02,.12,.0000555,.00885,.0087969
30,"SC",137327,"SC","NEWPORT BEACH CITY, UTILITIES DEPT","949 W 16TH ST","NEWPORT BEACH","92663",9229,"ORA","SOUTH COAST AQMD","","",.000835797134409824880600409370025017057084,.000735,.002,.00919,.00000412,.000657,.000653058
30,"SC",137415,"SC","NEWPORT BEACH FIRE AND MARINE","70  NEWPORT PIER  LIFE GUARD STATION","NEWPORT BEACH","92663",9111,"ORA","SOUTH COAST AQMD","","",.009688423925403684330225153513759381396407,.00852,.02,.1,.0000477,.00761,.00756434
30,"SC",193967,"SC","NEWPORT CENTER HOTEL LLC","900  NEWPORT CENTER DR","NEWPORT BEACH","92660",7011,"ORA","SOUTH COAST AQMD","","",.00042756424835114851034796452126449852172,.000376,.00102,.0047,.0000021,.000336,.000333984
30,"SC",95668,"SC","NEWPORT CORPORATION","1791  DEERE AVE.","IRVINE","92606",3821,"ORA","SOUTH COAST AQMD","","",.0198728730332664833460830731697231583518,.008838,.13051,.15235,.00094505,.010168,.010166992
30,"SC",134969,"SC","NEWPORT CORPORATION","1931  DEERE AVE","IRVINE","92606",3821,"ORA","SOUTH COAST AQMD","","",.0454545454545454545454545454545454545455,.02,.44,.52,.00315,.03,.03
30,"SC",131732,"SC","NEWPORT FAB, LLC","4321  JAMBOREE RD","NEWPORT BEACH","92660",3674,"ORA","SOUTH COAST AQMD","","",5.16807568218861412654837083995734927249,3.376547004,5.0075193435,4.2523374855,.1889861262,2.853197471,2.248218324194
30,"SC",10656,"SC","NEWPORT LAMINATES","3121 W CENTRAL AVE","SANTA ANA","92704",3089,"ORA","SOUTH COAST AQMD","","",11.04743319870432229982791780544589533354,10.913759257,,,,2.479643908,2.38045815168
30,"SC",148614,"SC","NEWPORT LEXUS","3901 MACARTHUR BLVD","NEWPORT BEACH","92660",5511,"ORA","SOUTH COAST AQMD","","",.145108812481603021812040015268512398192,.131876,.00802,.02,.000137,.01796,.01730008
30,"SC",153056,"SC","NEWPORT SUBACUTE HEALTHCARE CENTER","2570  NEWPORT BLVD","COSTA MESA","92627",8051,"ORA","SOUTH COAST AQMD","","",.005181089379122128724130088696838753695702,.00455625,.012393,.0569835,.000025515,.00407025,.0040458285
